fiscalDateEnding,Ticker,net_income_minus_taxes_over_net_income,pretax_non_operating_over_sales,sales_over_assets,income_to_equity,earnings_over_price,relative_price_evolution,net_income_to_common_over_net_income_smoothed,liabilities_over_equity,inventory_over_current_liabilities,working_capital_over_sales,dividend_per_share
2021-03-01,LECO,0.7019064087816886,-0.0089495535790949,0.32053406183298905,0.09231563816481335,0.2001225102540832,0.45992162451015317,0.0,1.9394049893281395,0.6768549997477464,0.7935492968329019,15.012520937328977
2021-04-01,LECO,0.7004909674583617,-0.0021142965475145262,0.3268829496884247,0.10526123871633432,0.22382340145080348,0.5206032537703362,0.0,1.9346313586320325,0.6780910033379598,0.7649337198091648,16.423835842659663
2021-05-01,LECO,0.7203771551055742,0.002231118498147318,0.32968745998376653,0.11444121396592401,0.24885813412575897,0.5268970431065196,0.0,1.9248355258626115,0.681423474485847,0.7292448398963738,24.40206081246035
2021-06-01,LECO,0.7489712582956174,-0.004792765235572699,0.3289073301267229,0.11179354748652091,0.24256074976316472,0.564066025412659,0.0,1.9229618514188667,0.6862978075342663,0.6916261548531543,33.23316268865102
2021-07-01,LECO,0.7697204916258419,-0.02832196829965346,0.32480524219047596,0.09278006803207914,0.19169792420335707,0.6557415983849901,0.0,1.9376885212057313,0.6918179832285126,0.6591693025545527,37.59642446815182
2021-08-01,LECO,0.7782713720073821,-0.06268658635955082,0.3190093313333094,0.06393145285866567,0.13167238633789236,0.6578791117444487,0.0,1.9645355667677413,0.6977977900332034,0.634358765363995,38.18293531465383
2021-09-01,LECO,0.7832386754544235,-0.09567191681112625,0.31394228504626875,0.037013122484682276,0.08211795966801119,0.5293908086925543,0.0,1.9940768747530575,0.7035402860132542,0.6185415133413751,36.59678627924403
2021-10-01,LECO,0.8269451496639855,-0.11362592890079372,0.3119473214267906,0.024282726791808977,0.04850301122023361,0.6910105688160553,0.0,2.015933255986111,0.7084039439638854,0.6109922696074627,34.72146959153404
2021-11-01,LECO,0.9188445291236057,-0.10413882914353363,0.31520909852485435,0.0373024814762628,0.07884222960369985,0.6026600166251042,0.0,2.0212651937432415,0.7122265056027055,0.6116053806085281,34.223462958367925
2021-12-01,LECO,1.0014532609938944,-0.05777902543201015,0.32567554691631817,0.08613219272724748,0.17896327560546788,0.6562166013537585,0.0,2.0002245105323215,0.71426832736918,0.6195648601620213,36.869057799688115
2017-03-01,TEN,2.0,-0.07089940611032879,0.028178563726547336,0.018192073170731706,2.96718287756305,0.03455723542116629,0.0,5.978658536585366,0.3765045739046702,5.9618563644156,38.35218628184349
2017-04-01,TEN,2.0,-0.012801747158938424,0.3830192838118654,-0.015375857361336074,-2.7362119019880664,-0.008639308855291628,0.5,1.295631904258543,0.029317422345961904,3.011757741612192,92.1856386178302
2017-05-01,TEN,2.0,-0.009941876575108944,0.630970623698872,-0.014171033537519183,-2.3644675215963016,-0.07775377969762431,0.6666666666666666,0.8511317341917286,,1.9883379009562965,74.80725225484993
2017-06-01,TEN,,-0.008631851532153647,0.6651686735124207,-0.0019753138444479853,-0.2344726094818735,0.036717062634989084,0.75,1.284956799886222,0.038711000914273555,0.002739541533055853,44.64358484534872
2017-07-01,TEN,1.0187040579777724,-0.007965431514533538,0.5851913979832319,0.024342012993456636,2.0900112676560396,0.06479481641468676,0.75,2.506273628564684,0.3228491025616729,0.023516126984181995,16.493285262295718
2017-08-01,TEN,0.944413236834998,-0.007905542995175185,0.4993087919256544,0.07628678770417315,5.006897112276546,-0.028077753779697567,0.5,4.834334961878303,0.38109703229295605,0.12756690507770446,1.6201707886139916
2017-09-01,TEN,0.8986851297775488,-0.008795074758135445,0.460790273556231,0.12828438948995363,7.015378893852246,-0.030237580993520474,0.25,6.567233384853169,0.3951612903225806,0.23273996800709065,20.113851992409867
2017-10-01,TEN,0.8060049670249777,-0.01064034212813195,0.4929705230559648,0.10486587661739602,7.430094370633784,-0.030237580993520474,0.0,4.53185067659058,0.38370725417404905,0.2784515237539514,80.59571011014961
2017-11-01,TEN,0.7340268094952286,-0.012566745527138707,0.5883789286119668,0.06576424101914846,7.888554684040917,-0.17062634989200864,0.0,2.2936199537912882,0.32401502714831315,0.23414888915336207,151.00568678801716
2017-12-01,TEN,0.6561269748625804,-0.013383521539104977,0.7087308767158046,0.04550753618183741,6.740815638692281,-0.1555075593952483,0.0,1.2484443784139017,0.048072866108231076,0.12247484543841962,180.6201550387597
2018-01-01,TEN,0.5920344300553015,-0.012612087123293862,0.7811450135849269,0.03938855823541838,6.6720557339099775,-0.21166306695464365,0.0,0.9742949801397661,0.0,0.0032911296448673347,141.14447857987886
2018-02-01,TEN,0.562608778872496,-0.011114001057694677,0.7885688537727699,0.03943868032527432,7.132067799130879,-0.28509719222462204,0.0,1.0745806371757565,0.0,-0.07323849909569605,66.02702862288835
2018-03-01,TEN,0.5610874806980539,-0.010101010101010102,0.7761910189813985,0.03947541260313802,6.825536922624301,-0.28725701943844495,0.0,1.247896062599837,0.043890723364939745,-0.08794895971644524,12.139029126213591
2018-04-01,TEN,0.5497743770672437,-0.0100326658320241,0.7736777178146789,0.035505259481669355,5.530104903825429,-0.21814254859611226,0.0,1.2995461196608065,0.0,-0.04055830535702188,2.422475217939704
2018-05-01,TEN,0.5092324668928424,-0.010558305493262272,0.7709641932753524,0.031287183312556456,4.990789726755272,-0.21382289416846645,0.0,1.230535370366517,0.0,0.02983832022250346,20.11561784636474
2018-06-01,TEN,0.4729106278123827,-0.01103665746945211,0.7466785020752188,0.03155790654946481,5.2096357422689,-0.1965442764578833,0.0,1.1366387926197417,0.046463586071058285,0.04841798092297614,30.232558139534884
2018-07-01,TEN,0.49413222128200723,-0.011028609906923623,0.694931509575522,0.037894497640640776,7.071354279989907,-0.24406047516198703,0.0,1.0880541897298812,0.31161216038353295,-0.08662574368790123,8.044046065288272
2018-08-01,TEN,0.5665171027813286,-0.011224625777365084,0.6615286901995295,0.0424852486964706,8.231905992172875,-0.25485961123110146,0.25,1.0767209301613907,0.3694664721211069,-0.3943715729719703,-23.06306739597884
2018-09-01,TEN,0.6230603126578719,-0.012647554806070826,0.7153308797363529,0.03399895736530746,6.198133673082882,-0.2678185745140388,0.5,1.087755086621788,0.38362760834670945,-0.7109412215435439,-15.95330739299611
2018-10-01,TEN,0.1451421099232092,-0.015118853857606723,0.891802814791488,0.005643460143183921,0.879933952230745,-0.28725701943844495,0.5,1.1063375554000763,0.376552898929835,-0.7921955096209291,39.39046637818443
2018-11-01,TEN,-0.113006786879846,-0.01799705536163947,1.1360463674068342,-0.03539455969484162,-4.424526509942318,-0.2721382289416846,0.75,1.1254002965450285,0.33442958310824344,-0.5864882111181685,89.21846763793612
2018-12-01,TEN,-0.8556432033893216,-0.021261682242990656,1.33538925036614,-0.07158454737157599,-9.969160820266278,-0.4254859611231101,0.75,1.1361745485490415,0.08017239345345298,-0.26409981180216097,99.62825278810409
2019-01-01,TEN,,-0.02564679996096609,1.424209782600256,-0.09111869764303301,-10.126172727338615,-0.304535637149028,0.75,1.1346203617594512,0.0,-0.04505948306118612,63.31738138645834
2019-02-01,TEN,,-0.030197195499863275,1.4262254519434716,-0.09169299539524886,-9.851561242539985,-0.2678185745140388,1.0,1.130615670249702,0.08552373257654602,0.027835106747622806,4.508435591820069
2019-03-01,TEN,,-0.03300624442462088,1.4053219202639649,-0.07864335507340382,-9.333441702834714,-0.33045356371490275,0.75,1.1368125512106035,0.06676473624445133,0.02411997680134098,-37.09444779331745
2019-04-01,TEN,,-0.033021202024211174,1.4015303384460365,-0.05208259177647666,-5.763428152609737,-0.304535637149028,0.5,1.1625057086690822,,0.03151615866742691,-40.005469646148455
2019-05-01,TEN,,-0.030383657383627048,1.412703792516935,-0.01844171770878921,-2.047953423647096,-0.33045356371490275,0.25,1.1934504136344533,,0.06852011973202067,-15.684321034098385
2019-06-01,TEN,0.46153846153846156,-0.025976909413854353,1.423170890467662,0.018285984355637077,1.9532019260332627,-0.28941684665226775,0.0,1.2110772273383905,0.04995922805110084,0.0694335643643137,12.357758339710452
2019-07-01,TEN,0.6215682708694366,-0.02137559135437437,1.419631746940703,0.04751998033046118,6.1728351859651385,-0.3412526997840173,0.0,1.199577040574121,0.44696064991943457,-0.073669849446466,27.906256239206307
