2022-04-01,LECO,SELL,0.005499276410998488
2022-04-04,LECO,SELL,0.012150756693829944
2022-04-05,LECO,SELL,0.025912489820093285
2022-04-06,LECO,BUY,0.0003816211265454354
2022-04-07,LECO,SELL,-0.00015330369461890087
2022-04-08,LECO,BUY,-0.006501453266024344
2022-04-11,LECO,BUY,-0.017676572751833316
2022-04-12,LECO,BUY,0.0021208074778100387
2022-04-13,LECO,HOLD,0.0
2022-04-14,LECO,HOLD,0.0
2022-04-18,LECO,SELL,-0.002790481358034367
2022-04-19,LECO,BUY,0.025440767089390817
2022-04-20,LECO,SELL,0.0017231045849564713
2022-04-21,LECO,BUY,-0.01128601128601136
2022-04-22,LECO,HOLD,0.0
2022-04-25,LECO,BUY,0.0015416634548679339
2022-04-26,LECO,SELL,0.014595140128871946
2022-04-27,LECO,BUY,0.007535913336996576
2022-04-28,LECO,BUY,-0.0022767332549941412
2022-04-29,LECO,BUY,-0.0015562472209871643
2022-05-02,LECO,SELL,0.01589648798521261
2022-05-03,LECO,SELL,-0.015245963199399182
2022-05-04,LECO,SELL,-0.03099570942447106
2022-05-05,LECO,SELL,0.023943054357204573
2022-05-06,LECO,SELL,-0.006655820144949014
2022-05-09,LECO,SELL,-0.007518796992481279
2022-05-10,LECO,SELL,0.030653556969346303
2022-05-11,LECO,SELL,-0.0008223684210527337
2022-05-12,LECO,SELL,0.007525519707920566
2022-05-13,LECO,SELL,0.004110612855007558
2022-05-16,LECO,SELL,-0.005182514646237241
2022-05-17,LECO,HOLD,0.0
2022-05-18,LECO,SELL,0.02220084363205802
2022-05-19,LECO,SELL,-0.006094773731525304
2022-05-20,LECO,SELL,0.01662029029104315
2022-05-23,LECO,BUY,-0.008875739644970319
2022-05-24,LECO,SELL,-0.0029332304129679305
2022-05-25,LECO,BUY,0.011460430540498825
2022-05-26,LECO,SELL,-0.01769371568029281
2022-05-27,LECO,BUY,0.01448085392251995
2022-05-31,LECO,SELL,-0.004957454679985109
2022-06-01,LECO,SELL,0.005129708339440254
2022-06-02,LECO,SELL,-0.01427421125832654
2022-06-03,LECO,SELL,0.0029701535786728238
2022-06-06,LECO,SELL,-0.007668933584141241
2022-06-07,LECO,SELL,-0.014898387213423028
2022-06-08,LECO,SELL,0.010085115513911712
2022-06-09,LECO,SELL,0.0010813928339701946
2022-06-10,LECO,SELL,0.013912279417148758
2022-06-13,LECO,SELL,0.019575239966744793
2022-06-14,LECO,SELL,0.01388674587255062
2022-06-15,LECO,SELL,0.00792479216844076
2022-06-16,LECO,BUY,-0.014778325123152705
2022-06-17,LECO,BUY,-0.020421238087611204
2022-06-21,LECO,HOLD,0.0
2022-06-22,LECO,BUY,0.014032797585053547
2022-06-23,LECO,BUY,-0.01607950872656762
2022-06-24,LECO,BUY,0.022435376361567266
2022-06-27,LECO,SELL,-0.009576573011476122
2022-06-28,LECO,BUY,-0.020225776105362168
2022-06-29,LECO,SELL,0.015082230244685196
2022-06-30,LECO,BUY,0.012392285597045591
2022-04-01,TEN,SELL,-0.04643261608154022
2022-04-04,TEN,SELL,-0.011714589989350311
2022-04-05,TEN,SELL,0.03405572755417958
2022-04-06,TEN,SELL,-0.05769230769230779
2022-04-07,TEN,SELL,0.011904761904761828
2022-04-08,TEN,SELL,-0.060636182902584435
2022-04-11,TEN,SELL,0.006542056074766216
2022-04-12,TEN,SELL,0.029384756657483954
2022-04-13,TEN,SELL,-0.07035647279549719
2022-04-14,TEN,SELL,-0.08385370205173946
2022-04-18,TEN,SELL,-0.021364009860312227
2022-04-19,TEN,SELL,0.023866348448687406
2022-04-20,TEN,SELL,0.013333333333333327
2022-04-21,TEN,SELL,0.0706605222734255
2022-04-22,TEN,SELL,0.05205709487825365
2022-04-25,TEN,SELL,0.05365402405180389
2022-04-26,TEN,SELL,-0.06956521739130442
2022-04-27,TEN,SELL,-0.09219858156028378
2022-04-28,TEN,SELL,0.0008019246190857888
2022-04-29,TEN,SELL,0.03522818254603679
2022-05-02,TEN,SELL,0.0016806722689075271
2022-05-03,TEN,SELL,-0.05325443786982255
2022-05-04,TEN,SELL,-0.003891050583657643
2022-05-05,TEN,SELL,-0.015491866769945723
2022-05-06,TEN,SELL,-0.0007621951219513387
2022-05-09,TEN,SELL,0.09195402298850569
2022-05-10,TEN,SELL,0.018018018018017955
2022-05-11,TEN,SELL,-0.0036697247706421235
2022-05-12,TEN,SELL,-0.006457564575645783
2022-05-13,TEN,SELL,-0.011818181818181889
2022-05-16,TEN,SELL,-0.08166969147005448
2022-05-17,TEN,SELL,0.05414273995077934
2022-05-18,TEN,SELL,0.026793431287813353
2022-05-19,TEN,SELL,-0.09433962264150933
2022-05-20,TEN,SELL,0.04269293924466335
2022-05-23,TEN,SELL,0.00530973451327438
2022-05-24,TEN,SELL,0.003539823008849639
2022-05-25,TEN,SELL,-0.04110813226094735
2022-05-26,TEN,SELL,0.0342172797262618
2022-05-27,TEN,SELL,-0.0026619343389530734
2022-05-31,TEN,SELL,0.06434782608695654
2022-06-01,TEN,SELL,-0.03981481481481479
2022-06-02,TEN,SELL,0.01869991095280506
2022-06-03,TEN,SELL,0.00981266726137388
2022-06-06,TEN,SELL,-0.012715712988192605
2022-06-07,TEN,SELL,-0.03266787658802189
2022-06-08,TEN,SELL,0.045534150612959685
2022-06-09,TEN,SELL,0.04093023255813949
2022-06-10,TEN,SELL,-0.03270564915758177
2022-06-13,TEN,SELL,-0.0010090817356205638
2022-06-14,TEN,SELL,0.023928215353938208
2022-06-15,TEN,SELL,0.002061855670103049
2022-06-16,TEN,SELL,0.031016042780748574
2022-06-17,TEN,SELL,0.039130434782608636
2022-06-21,TEN,SELL,-0.01999999999999997
2022-06-22,TEN,BUY,-0.007874015748031527
2022-06-23,TEN,SELL,0.010169491525423712
2022-06-24,TEN,SELL,-0.038724373576309784
2022-06-27,TEN,SELL,-0.030010718113611935
2022-06-28,TEN,SELL,0.029774127310061696
2022-06-29,TEN,SELL,0.04444444444444444
2022-06-30,TEN,SELL,0.05974842767295582
2022-04-01,SCL,BUY,0.019167084796788726
2022-04-04,SCL,BUY,0.002065709226834625
2022-04-05,SCL,BUY,-0.02216555511965468
2022-04-06,SCL,BUY,-0.0024188671638781987
2022-04-07,SCL,BUY,0.0004020504573324581
2022-04-08,SCL,BUY,-0.011434302908726183
2022-04-11,SCL,BUY,-0.0032474122183885463
2022-04-12,SCL,BUY,-0.0008095527221210109
2022-04-13,SCL,BUY,0.012741429871574528
2022-04-14,SCL,BUY,-0.010141181149333824
2022-04-18,SCL,BUY,-0.009480584972264366
2022-04-19,SCL,BUY,0.02550499897980004
2022-04-20,SCL,BUY,0.009891196834817014
2022-04-21,SCL,BUY,-0.014474327628361898
