timestamp,ticker,signal,return,success
2022-05-23,UAL,BUY,0.0140462165835975,1
2022-05-24,UAL,BUY,-0.0476517754868269,0
2022-05-25,UAL,BUY,0.0403284230862111,1
2022-05-26,UAL,BUY,0.0534379073011228,1
2022-05-27,UAL,BUY,0.0428694528220593,1
2022-05-31,UAL,SELL,-0.0179525539645224,0
2022-06-01,UAL,SELL,0.0568111134148869,1
2022-06-02,UAL,BUY,0.007262323943662,1
2022-06-03,UAL,BUY,-0.0091436217662801,0
2022-06-06,UAL,BUY,-0.0057752110173257,0
2022-06-07,UAL,SELL,-0.0438202247191011,0
2022-06-08,UAL,SELL,0.0180537208278291,1
2022-06-09,UAL,BUY,-0.0363349131121642,0
2022-06-10,UAL,BUY,-0.0124760076775432,0
2022-06-13,UAL,BUY,-0.0707831325301204,0
2022-06-14,UAL,BUY,-0.0130736392742794,0
2022-06-15,UAL,BUY,0.0095923261390887,1
2022-06-16,UAL,BUY,-0.0452923414768047,0
2022-06-17,UAL,BUY,0.0404359047892172,1
2022-06-21,UAL,BUY,-0.0227576974564926,0
2022-06-22,UAL,BUY,0.0242677824267781,1
2022-06-23,UAL,BUY,-0.018904109589041,0
2022-06-24,UAL,BUY,0.0838727835631859,1
2022-06-27,UAL,SELL,0.0416076259178151,1
2022-06-28,UAL,BUY,-0.0306764551651809,0
2022-06-29,UAL,BUY,-0.0157241379310344,0
2022-06-30,UAL,BUY,0.0278583865351132,1
2022-04-01,AXTI,BUY,-0.0170940170940169,0
2022-04-04,AXTI,BUY,0.0217706821480406,1
2022-04-05,AXTI,BUY,-0.0369318181818181,0
2022-04-06,AXTI,BUY,-0.0193164933135216,0
2022-04-07,AXTI,BUY,-0.0166163141993958,0
2022-04-08,AXTI,BUY,-0.0261538461538461,0
2022-04-11,AXTI,BUY,-0.0015999999999999,0
2022-04-12,AXTI,BUY,0.009419152276295,1
2022-04-13,AXTI,BUY,0.0,0
2022-04-14,AXTI,BUY,-0.0246153846153846,0
2022-04-18,AXTI,BUY,0.0158982511923687,1
2022-04-19,AXTI,BUY,0.0093896713615024,1
2022-04-20,AXTI,BUY,-0.0217054263565892,0
2022-04-21,AXTI,BUY,-0.0346456692913385,0
2022-04-22,AXTI,BUY,0.0032840722495895,1
2022-04-25,AXTI,BUY,0.0016393442622951,1
2022-04-26,AXTI,BUY,-0.0447019867549669,0
2022-04-27,AXTI,BUY,0.0140845070422535,1
2022-04-28,AXTI,BUY,0.0240963855421687,1
2022-04-29,AXTI,BUY,-0.0634920634920634,0
2022-05-02,AXTI,BUY,-0.0050420168067227,0
2022-05-03,AXTI,BUY,0.0324786324786325,1
2022-05-04,AXTI,BUY,0.0114942528735632,1
2022-05-05,AXTI,BUY,-0.0265339966832504,0
2022-05-06,AXTI,BUY,-0.0137693631669533,0
2022-05-09,AXTI,BUY,-0.0355239786856128,0
2022-05-10,AXTI,BUY,-0.0090579710144927,0
2022-05-11,AXTI,BUY,-0.0256880733944955,0
2022-05-12,AXTI,BUY,-0.0057581573896353,0
2022-05-13,AXTI,BUY,0.0340264650283553,1
2022-05-16,AXTI,BUY,-0.0148148148148148,0
2022-05-17,AXTI,BUY,0.0147329650092081,1
2022-05-18,AXTI,BUY,-0.029520295202952,0
2022-05-19,AXTI,BUY,0.0,0
2022-05-20,AXTI,BUY,-0.0334572490706319,0
2022-05-23,AXTI,BUY,-0.0095969289827254,0
2022-05-24,AXTI,BUY,0.0098231827111983,1
2022-05-25,AXTI,BUY,0.0215264187866926,1
2022-05-26,AXTI,BUY,0.0517241379310345,1
2022-05-27,AXTI,BUY,0.0394973070017952,1
2022-05-31,AXTI,BUY,0.0121107266435985,1
2022-06-01,AXTI,BUY,-0.0304568527918781,0
2022-06-02,AXTI,BUY,0.0572916666666666,1
2022-06-03,AXTI,BUY,-0.0281923714759535,0
2022-06-06,AXTI,BUY,0.0215946843853821,1
2022-06-07,AXTI,BUY,-0.0066225165562913,0
2022-06-08,AXTI,BUY,-0.0248756218905473,0
2022-06-09,AXTI,BUY,0.0051107325383305,1
2022-06-10,AXTI,BUY,-0.0034722222222221,0
2022-06-13,AXTI,BUY,-0.0289855072463766,0
2022-06-14,AXTI,BUY,0.0313653136531365,1
2022-06-15,AXTI,BUY,0.0250447227191414,1
2022-06-16,AXTI,BUY,0.0018115942028986,1
2022-06-17,AXTI,BUY,0.016304347826087,1
2022-06-21,AXTI,BUY,0.0352733686067019,1
2022-06-22,AXTI,BUY,0.0260416666666667,1
2022-06-23,AXTI,BUY,0.0050505050505049,1
2022-06-24,AXTI,BUY,0.0351170568561872,1
2022-06-27,AXTI,BUY,-0.0188087774294671,0
2022-06-28,AXTI,BUY,-0.0559105431309903,0
2022-06-29,AXTI,BUY,-0.0153321976149914,0
2022-06-30,AXTI,BUY,0.0316901408450705,1
2022-04-01,VAC,BUY,-0.0272841839949589,0
2022-04-04,VAC,BUY,0.0088799585169821,1
2022-04-05,VAC,BUY,-0.014991351143571,0
2022-04-06,VAC,BUY,-0.0385121790651744,0
2022-04-07,VAC,BUY,-0.0091377533493645,0
2022-04-08,VAC,BUY,-0.0193085180538129,0
2022-04-11,VAC,BUY,-0.0005714285714286,0
2022-04-12,VAC,BUY,0.003886376483889,1
2022-04-13,VAC,BUY,0.0484268318434574,1
2022-04-14,VAC,SELL,-0.014342895263509,0
2022-04-18,VAC,BUY,0.0006619886137958,1
